sep=,,
WOODMECH_1_SWORD_NAME,Деревянный меч,Wooden Sword [WOOD]
IRONMECH_5_SAW_REINFORCED_EXCELLENT_NAME,Превосходная железная пила “Разрезатель”,Превосходная железная пила “Разрезатель”
IRONMECH_5_SAW_REINFORCED_EXCELLENT_DESCRIPTION,"Это лучшее, можно было сотворить с обычной циркулярной пилой. /n фантастическая эффективность! /nНаносит {{damage}} урона/nШанс крита {{critical_chance}}%","Это лучшее, можно было сотворить с обычной циркулярной пилой. /n фантастическая эффективность! /nНаносит {{damage}} урона/nШанс крита {{critical_chance}}%"
IRONMECH_5_SAW_REINFORCED_MYTHICAL_NAME,Мифическая железная пила “Разрезатель”,Мифическая железная пила “Разрезатель”
IRONMECH_5_SAW_REINFORCED_MYTHICAL_DESCRIPTION,"Это лучшее, можно было сотворить с обычной циркулярной пилой. /n фантастическая эффективность! /nНаносит {{damage}} урона/nШанс крита {{critical_chance}}%","Это лучшее, можно было сотворить с обычной циркулярной пилой. /n фантастическая эффективность! /nНаносит {{damage}} урона/nШанс крита {{critical_chance}}%"
IRONMECH_5_SAW_REINFORCED_MAGNIFICENT_NAME,Великолепная железная пила “Разрезатель”,Великолепная железная пила “Разрезатель”
IRONMECH_5_SAW_REINFORCED_MAGNIFICENT_DESCRIPTION,"Это лучшее, можно было сотворить с обычной циркулярной пилой. /n фантастическая эффективность! /nНаносит {{damage}} урона/nШанс крита {{critical_chance}}%","Это лучшее, можно было сотворить с обычной циркулярной пилой. /n фантастическая эффективность! /nНаносит {{damage}} урона/nШанс крита {{critical_chance}}%"
IRONMECH_2_MACE_COLD_NAME,"""Хладобой""","""Хладобой"""
IRONMECH_2_MACE_COLD_DESCRIPTION,"Простая железная булава с непростыми эффектами. /n Наносит урон холодом, морозит и замедляет врага /nНаносит {{damage}} урона холодом, шанс заморозить противника {{frost_effect_chance}}% Есть {{stun_chance}}% шанс оглушить противника обычной атакой, и 60% оглушения при нанесении урона сильной атакой./nШанс крита {{critical_chance}}%""","Простая железная булава с непростыми эффектами. /n Наносит урон холодом, морозит и замедляет врага /nНаносит {{damage}} урона холодом, шанс заморозить противника {{frost_effect_chance}}% Есть {{stun_chance}}% шанс оглушить противника обычной атакой, и 60% оглушения при нанесении урона сильной атакой./nШанс крита {{critical_chance}}%"""
IRONMECH_2_MACE_COLD_UNCOMMON_NAME,"Улучшенный ""Хладобой""","Улучшенный ""Хладобой"""
IRONMECH_2_MACE_COLD_UNCOMMON_DESCRIPTION,"Простая железная булава с непростыми эффектами. /n Наносит урон холодом, морозит и замедляет врага /n{{damage}} урона холодом","Простая железная булава с непростыми эффектами. /n Наносит урон холодом, морозит и замедляет врага /n{{damage}} урона холодом"
IRONMECH_2_MACE_COLD_EXCELLENT_NAME,"Превосходный ""Хладобой""","Превосходный ""Хладобой"""
IRONMECH_2_MACE_COLD_EXCELLENT_DESCRIPTION,"Простая железная булава с непростыми эффектами. /n Наносит урон холодом, морозит и замедляет врага /n{{damage}} урона холодом","Простая железная булава с непростыми эффектами. /n Наносит урон холодом, морозит и замедляет врага /n{{damage}} урона холодом"
IRONMECH_2_MACE_COLD_MYTHICAL_NAME,"Мифический ""Хладобой""","Мифический ""Хладобой"""
IRONMECH_2_MACE_COLD_MYTHICAL_DESCRIPTION,"Простая железная булава с непростыми эффектами. /n Наносит урон холодом, морозит и замедляет врага /n{{damage}} урона холодом","Простая железная булава с непростыми эффектами. /n Наносит урон холодом, морозит и замедляет врага /n{{damage}} урона холодом"
IRONMECH_2_MACE_COLD_MAGNIFICENT_NAME,"Великолепный ""Хладобой""","Великолепный ""Хладобой"""
IRONMECH_2_MACE_COLD_MAGNIFICENT_DESCRIPTION,"Простая железная булава с непростыми эффектами. /n Наносит урон холодом, морозит и замедляет врага /n{{damage}} урона холодом","Простая железная булава с непростыми эффектами. /n Наносит урон холодом, морозит и замедляет врага /n{{damage}} урона холодом"
IRONMECH_3_MACE_REINFORCED_NAME,Усиленная железная булава,Усиленная железная булава
